Title,link_url,institute,author,language,description,date,tags,ratings,votes
An Introduction to Global Health (Coursera) More Info,https://www.mooc-list.com/course/introduction-global-health-coursera https://www.mooc-list.com/course/introduction-global-health-coursera,University of Copenhagen,Coursera,English,"This course will provide you with an overview of the most important health challenges facing the world today. You will gain insight into how challenges have changed over time, we will discuss the likely determinants of such changes and examine future projections. Successful international strategies and programs promoting human health will be highlighted and global health governance structures will be mapped and the role of the key actors explored.",Feb 25th 2019,"Global Health
,  Health
,  Child Health
,  Environmental Health
,  Infectious Diseases
,  Injuries
,  Maternal Health
,  Environment
,  Climate
,  Migration
,  Climate Change
,  Water Supply",Average: 4.2,(25 votes)
Introduction to Genetics and Evolution (Coursera) More Info,https://www.mooc-list.com/course/introduction-genetics-and-evolution-coursera https://www.mooc-list.com/course/introduction-genetics-and-evolution-coursera,Duke University,Coursera,English,"Introduction to Genetics and Evolution is a college-level class being offered simultaneously to new students at Duke University. The course gives interested people a very basic overview of some principles behind these very fundamental areas of biology.  We often hear about new ""genome sequences,"" commercial kits that can tell you about your ancestry (including pre-human) from your DNA or disease predispositions, debates about the truth of evolution, why animals behave the way they do, and how people found ""genetic evidence for natural selection.""",Feb 25th 2019,"Biology
,  Life
,  Science
,  Evolution
,  Genetics
,  Genes
,  Cell Division
,  Inheritance
,  Recombination
,  Heritability
,  Population Genetics
,  Molecular Evolution
,  Natural Selection",Average: 8,(7 votes)
How Things Work (Coursera) More Info,https://www.mooc-list.com/course/how-things-work-coursera https://www.mooc-list.com/course/how-things-work-coursera,University of Virginia,Coursera,English,An introduction to physics in the context of everyday objects.,Feb 25th 2019,Physics,Average: 4.9,(22 votes)
Introduction to Sustainability (Coursera) More Info,https://www.mooc-list.com/course/introduction-sustainability-coursera https://www.mooc-list.com/course/introduction-sustainability-coursera,University of Illinois at Urbana-Champaign,Coursera,English,"This course introduces the academic approach of Sustainability and explores how today’s human societies can endure in the face of global change, ecosystem degradation and resource limitations. The course focuses on key knowledge areas of sustainability theory and practice, including population, ecosystems, global change, energy, agriculture, water, environmental economics and policy, ethics, and cultural history.",Feb 25th 2019,"Sustainability
,  Earth
,  Ecosystems
,  Population
,  Global Change
,  Energy
,  Agriculture
,  Water",Average: 5.5,(6 votes)
Advanced Styling with Responsive Design (Coursera) More Info,https://www.mooc-list.com/course/advanced-styling-responsive-design-coursera https://www.mooc-list.com/course/advanced-styling-responsive-design-coursera,University of Michigan,Coursera,English,"It used to be the case that everyone viewed webpages on about the same size screen. But with the explosion of the use of smartphones to access the Internet, the landscape of design has completely changed. People viewing your site will now expect that it will perform regardless of the platform (smartphone, tablet, laptop, or desktop computer). This ability to respond to any platform is called responsive design.",Feb 25th 2019,"Responsive Design
,  Web Design
,  Web Development
,  Coding
,  Advanced Styling
,  CSS3
,  Wireframes
,  Fluid Design
,  Bootstrap
,  Styling",Average: 7,(6 votes)
English Composition I (Coursera) More Info,https://www.mooc-list.com/course/english-composition-i-coursera https://www.mooc-list.com/course/english-composition-i-coursera,Duke University,Coursera,English,"You will gain a foundation for college-level writing valuable for nearly any field. Students will learn how to read carefully, write effective arguments, understand the writing process, engage with others' ideas, cite accurately, and craft powerful prose.",Feb 25th 2019,"English
,  Composition
,  Reading
,  Writing
,  Language
,  Critical Reading",Average: 5.1,(8 votes)
Games without Chance: Combinatorial Game Theory (Coursera) More Info,https://www.mooc-list.com/course/games-without-chance-combinatorial-game-theory-coursera https://www.mooc-list.com/course/games-without-chance-combinatorial-game-theory-coursera,Georgia Institute of Technology,Coursera,English,"This course will cover the mathematical theory and analysis of simple games without chance moves. This course explores the mathematical theory of two player games without chance moves. We will cover simplifying games, determining when games are equivalent to numbers, and impartial games.",Feb 25th 2019,"Math
,  Game
,  Combinatorial
,  Mathematics
,  Combinatorial Game",,
Practical Approaching to Computational Algebra (Computation with Python) (Miríada X) Mar 1st 2019 More Info,https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x undefined https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x,Universidad de Cádiz,Miríada X,"English,  Spanish","Introducimos el Álgebra Computacional desde un punto de vista práctico mostrando su aplicabilidad. Damos herramientas matemáticas para el estudio y resolución de sistemas polinomiales, y sistemas diofánticos con soluciones enteras positivas. / We introduce Computational Algebra from a practical point of view showing its applicability. We give mathematical tools for the study and resolution of polynomial systems, and diophantine systems with positive integer solutions.",Mar 1st 2019,"Computational Algebra,  Polynomial Systems,  Algorithms,  Python,  Programming",,
Fortalecimiento efectivo y saludable de la musculatura abdominal y lumbar (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x undefined https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x,Universidad de Murcia,Miríada X,Spanish,"Para fortalecer la musculatura abdominal y lumbar de forma efectiva y saludable, es preciso seleccionar los ejercicios en función de las capacidades y motivaciones de cada persona. Conocer las características y efectos de cada ejercicio, permitirá elegir aquellos mas adecuados, así como evitar los más problemáticos. De este modo, podremos mejorar la salud de nuestra columna vertebral.",Feb 25th 2019,"Health,  Abdominal Muscles,  Lumbar Muscles,  Physical Exercise,  Muscle Strength",,
Reservoir Simulation (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/reservoir-simulation-miriada-x undefined https://www.mooc-list.com/course/reservoir-simulation-miriada-x,Universidad Politécnica de Madrid,Miríada X,English,"Oil and gas reservoir modelling needs two types of data. Those that permit to define the static model (core, well logs and seismic interpretation) and those that allow to define the dynamic model (pressure evolution, fluid production, boundary conditions). In this MOOC we will focus on the dynamic model.",Feb 25th 2019,"Reservoirs,  Oil Reservoirs,  Gas Reservoirs,  Dynamic Models",,
Habilidades para el Empleo. ¡Marca la diferencia en tu carrera profesional! (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x undefined https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x,Universitas Telefónica,Miríada X,Spanish,"Este curso está diseñado tanto para profesionales que busquen mejorar su perfil como candidatos en su búsqueda de empleo, o incluso para aquellos trabajadores en activo que deseen mejorar su desempeño a través del desarrollo de habilidades que denominamos ""transversales"". Se trata de aprender las destrezas necesarias aplicables a cualquier tipo de profesión y, en muchos casos, resultan ser el punto de diferenciación entre candidatos e incluso la clave de nuestros avances en nuestra carrera profesional. ¡Aprovecha la oportunidad!",Feb 25th 2019,"Job Skills,  Employment,  Employability,  Job Search",,
Conceptos Básicos de Estática: Análisis de Cuerpos Rígidos (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x undefined https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x,Universidad EAFIT,Miríada X,Spanish,"La Estática es la conjunción de la Física y las Matemáticas para solucionar problemas de la naturaleza con base en ecuaciones simples. Es una parte de la Mecánica Clásica en lo que se refiere a los cuerpos indeformables que además carecen de movimiento espacial o que se mueven con velocidad constante. En el curso conceptos básicos de Estática: Análisis de Cuerpos Rígidos, el estudiante logrará: Determinar los momentos originados por fuerzas aplicadas en un cuerpo rígido, deducir a partir de un sistema de fuerzas el sistema equivalente fuerza momento, definir de una forma clara el diagrama de cuerpo libre de fuerzas y momentos aplicados en un cuerpo rígido, y analizar a partir de las leyes de Newton el equilibrio de fuerzas y momentos en un cuerpo rígido.",Feb 25th 2019,"Static,  Physics,  Math,  Mathematics,  Classical Mechanics",,
M103: Basic Cluster Administration (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb undefined https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb,MongoDB University,MongoDB,English,Learn the essentials of database administration in MongoDB. This course will provide you with the tools and insight to administer basic MongoDB deployments with confidence.,Mar 12th 2019,"MongoDB,  Replication,  Sharding,  Databases,  MongoDB Clusters",Average: 1,(3 votes)
M121: The MongoDB Aggregation Framework (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb undefined https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's Aggregation Framework. This course will provide you with the knowledge to use MongoDB Aggregation Framework with confidence on your application development practices.,Mar 12th 2019,"MongoDB,  Aggregation Framework,  MongoDB Aggregation Framework,  Aggregation",Average: 2,(3 votes)
M201: MongoDB Performance (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m201-mongodb-performance-mongodb undefined https://www.mooc-list.com/course/m201-mongodb-performance-mongodb,MongoDB University,MongoDB,English,Learn how to optimize the performance of your MongoDB deployment. This course will cover how to use best practices for achieving performance at scale in a MongoDB system.,Mar 12th 2019,"MongoDB,  MongoDB Performance,  MongoDB Deployments",Average: 5,(7 votes)
M220J: MongoDB for Java Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb undefined https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Java application development with MongoDB. This course will teach you how to use MongoDB as the database for a Java application. You'll play the role of a back-end developer for a Java application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"Java,  MongoDB,  Databases,  Programming,  Developer,  NoSQL",Average: 6.1,(14 votes)
M220JS: MongoDB for Javascript Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb undefined https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Node.js application development with MongoDB. This course will teach you how to use MongoDB as the database for a Node.js application. You'll play the role of a back-end developer for a Node.js application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"MongoDB,  Javascript,  Node.js,  MFlix",Average: 3.9,(16 votes)
M220P: MongoDB for Python Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb undefined https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb,MongoDB University,MongoDB,English,Learn the essentials of Python application development with MongoDB. This course will teach you how to use MongoDB as the database for a Python application.,Mar 12th 2019,"MongoDB,  Python,  Python Programming,  Applications Development",,
M310: MongoDB Security (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m310-mongodb-security-mongodb undefined https://www.mooc-list.com/course/m310-mongodb-security-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's native and third-party integration security features and resources. This course will provide you with the knowledge to create secured deployments of MongoDB for production-ready environments.,Mar 12th 2019,"Security,  MongoDB Security,  MongoDB",Average: 5.6,(9 votes)
The Changing Global Order (Coursera) More Info,https://www.mooc-list.com/course/changing-global-order-coursera https://www.mooc-list.com/course/changing-global-order-coursera,Universiteit Leiden,Coursera,English,"This course deals with international relations, peace and security and brings together a number of experts from the field and academia to share their perspectives. The course will help you gain insight into conflict resolution and the role organizations such as the United Nations Security Council, the European Union, the African Union and NATO play in a changing world.",Feb 25th 2019,"International Relations
,  Security
,  NATO
,  European Union",Average: 7.5,(8 votes)
Social and Economic Networks: Models and Analysis (Coursera) More Info,https://www.mooc-list.com/course/social-and-economic-networks-models-and-analysis-coursera https://www.mooc-list.com/course/social-and-economic-networks-models-and-analysis-coursera,Stanford University,Coursera,English,"Learn how to model social and economic networks and their impact on human behavior. How do networks form, why do they exhibit certain patterns, and how does their structure impact diffusion, learning, and other behaviors? We will bring together models and techniques from economics, sociology, math, physics, statistics and computer science to answer these questions.",Feb 25th 2019,"Networks
,  Social
,  Economics
,  Social Networks
,  Economic Networks",Average: 6.7,(3 votes)
Probabilistic Graphical Models 1: Representation (Coursera) More Info,https://www.mooc-list.com/course/probabilistic-graphical-models-1-representation-coursera https://www.mooc-list.com/course/probabilistic-graphical-models-1-representation-coursera,Stanford University,Coursera,English,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems.",Feb 25th 2019,"PGM
,  Octave
,  Matlab",,
Securing Investment Returns in the Long Run (Coursera) More Info,https://www.mooc-list.com/course/securing-investment-returns-long-run-coursera https://www.mooc-list.com/course/securing-investment-returns-long-run-coursera,University of Geneva,Coursera,English,"In this course, you will learn about the famous dichotomy between active and passive investing, how to appropriately measure and analyze investment performance and what the future trends in the investment management industry are.",Feb 25th 2019,"Investment Management Specialization
,  Investment Management
,  Securing Investment
,  Investment
,  Investment Returns",Average: 3.8,(6 votes)
Business English: Planning & Negotiating (Coursera) More Info,https://www.mooc-list.com/course/business-english-planning-negotiating-coursera https://www.mooc-list.com/course/business-english-planning-negotiating-coursera,University of Washington,Coursera,English,"In this course, the context is hosting an event and finding an appropriate venue for it. You will learn language and strategies for successful negotiations culminating in a written announcement for an event.",Feb 25th 2019,"Business English
,  Communication Skills
,  Planning
,  Negotiation
,  English Language
,  Negotiation Strategy",Average: 5.9,(9 votes)
Measuring Causal Effects in the Social Sciences (Coursera) More Info,https://www.mooc-list.com/course/measuring-causal-effects-social-sciences-coursera https://www.mooc-list.com/course/measuring-causal-effects-social-sciences-coursera,University of Copenhagen,Coursera,English,"How can we know if the differences in wages between men and women are caused by discrimination or differences in background characteristics? In this course we look at causal effects as opposed to spurious relationships. We will discuss how they can be identified in the social sciences using quantitative data, and describe how this can help us understand social mechanisms.",Feb 25th 2019,"Social Sciences
,  Relationships
,  Causal Effects
,  Controlled Trials
,  Regression Model
,  Mediating Factors",Average: 10,(3 votes)
Introduction to Guitar (Coursera) More Info,https://www.mooc-list.com/course/introduction-guitar-coursera https://www.mooc-list.com/course/introduction-guitar-coursera,Berklee College of Music,Coursera,English,"Grasp the essentials needed to begin playing acoustic or electric guitar. You'll learn an easy approach to get you playing quickly, through a combination of exploring the instrument, performance technique, and basic music theory.",Feb 25th 2019,"Guitar
,  Scales
,  Chords
,  Playing Guitar
,  Music
,  Music Theory",Average: 5.7,(24 votes)
Parallel programming (Coursera) More Info,https://www.mooc-list.com/course/parallel-programming-coursera https://www.mooc-list.com/course/parallel-programming-coursera,École Polytechnique Fédérale de Lausanne,Coursera,English,"With every smartphone and computer now boasting multiple processors, the use of functional ideas to facilitate parallel programming is becoming increasingly widespread. In this course, you'll learn the fundamentals of parallel programming, from task parallelism to data parallelism. In particular, you'll see how many familiar ideas from functional programming map perfectly to to the data parallel paradigm.",Feb 25th 2019,"Functional Programming in Scala Specialization
,  Parallel Programming
,  Task Parallelism
,  Data Parallelism
,  Algorithms
,  Parallel Code
,  Parallel Computing",Average: 6,(7 votes)
"Grow to Greatness: Smart Growth for Private Businesses, Part II (Coursera) More Info",https://www.mooc-list.com/course/grow-greatness-smart-growth-private-businesses-part-ii-coursera https://www.mooc-list.com/course/grow-greatness-smart-growth-private-businesses-part-ii-coursera,University of Virginia,Coursera,English,"This course focuses on the common human resource (""people"") challenges faced by existing private businesses when they attempt to grow substantially. Part 1 of the grow to greatness course is not a prerequisite for taking this course.",Feb 25th 2019,"Business
,  Entrepreneurship
,  Management",Average: 8,(1 vote)
Machine Learning: Clustering & Retrieval (Coursera) More Info,https://www.mooc-list.com/course/machine-learning-clustering-retrieval-coursera https://www.mooc-list.com/course/machine-learning-clustering-retrieval-coursera,University of Washington,Coursera,English,"Case Studies: Finding Similar Documents. A reader is interested in a specific news article and you want to find similar articles to recommend. What is the right notion of similarity? Moreover, what if there are millions of other documents? Each time you want to a retrieve a new document, do you need to search through all other documents? How do you group similar documents together? How do you discover new, emerging topics that the documents cover?",Feb 25th 2019,"Machine Learning Specialization
,  Machine Learning
,  Clustering
,  Retrieval
,  MapReduce
,  LDA
,  Latent Dirichlet Allocation
,  Expectation Maximization",Average: 7.9,(9 votes)
Introducción a Data Science: Programación Estadística con R (Coursera) More Info,https://www.mooc-list.com/course/introduccion-data-science-programacion-estadistica-con-r-coursera https://www.mooc-list.com/course/introduccion-data-science-programacion-estadistica-con-r-coursera,Universidad Nacional Autónoma de México,Coursera,Spanish,"Este curso te proporcionará las bases del lenguaje de programación estadística R, la lengua franca de la estadística, el cual te permitirá escribir programas que lean, manipulen y analicen datos cuantitativos. Te explicaremos la instalación del lenguaje; también verás una introducción a los sistemas base de gráficos y al paquete para graficar ggplot2, para visualizar estos datos. Además también abordarás la utilización de uno de los IDEs más populares entre la comunidad de usuarios de R, llamado RStudio.",Feb 25th 2019,"Data Science
,  Data Analysis
,  Statistical Programming
,  R Programming
,  R Language
,  IDE
,  RStudio",Average: 7,(7 votes)
Moralities of Everyday Life (Coursera) More Info,https://www.mooc-list.com/course/moralities-everyday-life-coursera https://www.mooc-list.com/course/moralities-everyday-life-coursera,Yale University,Coursera,English,How can we explain kindness and cruelty? Where does our sense of right and wrong come from? Why do people so often disagree about moral issues? This course explores the psychological foundations of our moral lives.,Feb 25th 2019,"Life
,  Moralities
,  Psychological
,  Psychology
,  Compassion
,  Morality",Average: 8,(2 votes)
Practical Approaching to Computational Algebra (Computation with Python) (Miríada X) Mar 1st 2019 More Info,https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x undefined https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x,Universidad de Cádiz,Miríada X,"English,  Spanish","Introducimos el Álgebra Computacional desde un punto de vista práctico mostrando su aplicabilidad. Damos herramientas matemáticas para el estudio y resolución de sistemas polinomiales, y sistemas diofánticos con soluciones enteras positivas. / We introduce Computational Algebra from a practical point of view showing its applicability. We give mathematical tools for the study and resolution of polynomial systems, and diophantine systems with positive integer solutions.",Mar 1st 2019,"Computational Algebra,  Polynomial Systems,  Algorithms,  Python,  Programming",,
Fortalecimiento efectivo y saludable de la musculatura abdominal y lumbar (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x undefined https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x,Universidad de Murcia,Miríada X,Spanish,"Para fortalecer la musculatura abdominal y lumbar de forma efectiva y saludable, es preciso seleccionar los ejercicios en función de las capacidades y motivaciones de cada persona. Conocer las características y efectos de cada ejercicio, permitirá elegir aquellos mas adecuados, así como evitar los más problemáticos. De este modo, podremos mejorar la salud de nuestra columna vertebral.",Feb 25th 2019,"Health,  Abdominal Muscles,  Lumbar Muscles,  Physical Exercise,  Muscle Strength",,
Reservoir Simulation (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/reservoir-simulation-miriada-x undefined https://www.mooc-list.com/course/reservoir-simulation-miriada-x,Universidad Politécnica de Madrid,Miríada X,English,"Oil and gas reservoir modelling needs two types of data. Those that permit to define the static model (core, well logs and seismic interpretation) and those that allow to define the dynamic model (pressure evolution, fluid production, boundary conditions). In this MOOC we will focus on the dynamic model.",Feb 25th 2019,"Reservoirs,  Oil Reservoirs,  Gas Reservoirs,  Dynamic Models",,
Habilidades para el Empleo. ¡Marca la diferencia en tu carrera profesional! (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x undefined https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x,Universitas Telefónica,Miríada X,Spanish,"Este curso está diseñado tanto para profesionales que busquen mejorar su perfil como candidatos en su búsqueda de empleo, o incluso para aquellos trabajadores en activo que deseen mejorar su desempeño a través del desarrollo de habilidades que denominamos ""transversales"". Se trata de aprender las destrezas necesarias aplicables a cualquier tipo de profesión y, en muchos casos, resultan ser el punto de diferenciación entre candidatos e incluso la clave de nuestros avances en nuestra carrera profesional. ¡Aprovecha la oportunidad!",Feb 25th 2019,"Job Skills,  Employment,  Employability,  Job Search",,
Conceptos Básicos de Estática: Análisis de Cuerpos Rígidos (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x undefined https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x,Universidad EAFIT,Miríada X,Spanish,"La Estática es la conjunción de la Física y las Matemáticas para solucionar problemas de la naturaleza con base en ecuaciones simples. Es una parte de la Mecánica Clásica en lo que se refiere a los cuerpos indeformables que además carecen de movimiento espacial o que se mueven con velocidad constante. En el curso conceptos básicos de Estática: Análisis de Cuerpos Rígidos, el estudiante logrará: Determinar los momentos originados por fuerzas aplicadas en un cuerpo rígido, deducir a partir de un sistema de fuerzas el sistema equivalente fuerza momento, definir de una forma clara el diagrama de cuerpo libre de fuerzas y momentos aplicados en un cuerpo rígido, y analizar a partir de las leyes de Newton el equilibrio de fuerzas y momentos en un cuerpo rígido.",Feb 25th 2019,"Static,  Physics,  Math,  Mathematics,  Classical Mechanics",,
M103: Basic Cluster Administration (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb undefined https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb,MongoDB University,MongoDB,English,Learn the essentials of database administration in MongoDB. This course will provide you with the tools and insight to administer basic MongoDB deployments with confidence.,Mar 12th 2019,"MongoDB,  Replication,  Sharding,  Databases,  MongoDB Clusters",Average: 1,(3 votes)
M121: The MongoDB Aggregation Framework (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb undefined https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's Aggregation Framework. This course will provide you with the knowledge to use MongoDB Aggregation Framework with confidence on your application development practices.,Mar 12th 2019,"MongoDB,  Aggregation Framework,  MongoDB Aggregation Framework,  Aggregation",Average: 2,(3 votes)
M201: MongoDB Performance (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m201-mongodb-performance-mongodb undefined https://www.mooc-list.com/course/m201-mongodb-performance-mongodb,MongoDB University,MongoDB,English,Learn how to optimize the performance of your MongoDB deployment. This course will cover how to use best practices for achieving performance at scale in a MongoDB system.,Mar 12th 2019,"MongoDB,  MongoDB Performance,  MongoDB Deployments",Average: 5,(7 votes)
M220J: MongoDB for Java Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb undefined https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Java application development with MongoDB. This course will teach you how to use MongoDB as the database for a Java application. You'll play the role of a back-end developer for a Java application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"Java,  MongoDB,  Databases,  Programming,  Developer,  NoSQL",Average: 6.1,(14 votes)
M220JS: MongoDB for Javascript Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb undefined https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Node.js application development with MongoDB. This course will teach you how to use MongoDB as the database for a Node.js application. You'll play the role of a back-end developer for a Node.js application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"MongoDB,  Javascript,  Node.js,  MFlix",Average: 3.9,(16 votes)
M220P: MongoDB for Python Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb undefined https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb,MongoDB University,MongoDB,English,Learn the essentials of Python application development with MongoDB. This course will teach you how to use MongoDB as the database for a Python application.,Mar 12th 2019,"MongoDB,  Python,  Python Programming,  Applications Development",,
M310: MongoDB Security (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m310-mongodb-security-mongodb undefined https://www.mooc-list.com/course/m310-mongodb-security-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's native and third-party integration security features and resources. This course will provide you with the knowledge to create secured deployments of MongoDB for production-ready environments.,Mar 12th 2019,"Security,  MongoDB Security,  MongoDB",Average: 5.6,(9 votes)
Pensamiento Científico (Coursera) More Info,https://www.mooc-list.com/course/pensamiento-cientifico-coursera https://www.mooc-list.com/course/pensamiento-cientifico-coursera,Universidad Nacional Autónoma de México,Coursera,Spanish,"¿El pensamiento científico es sólo para científicos? Su utilidad va mucho más allá, ayudando a las personas a tomar mejores decisiones todos los días. El objetivo de este curso es fomentar en pensamiento científico en los alumnos para ayudarles a tomar mejores decisiones profesionales, personales y sociales.",Feb 25th 2019,"Science
,  Biology
,  Scientific Thinking
,  Scientific Methods",,
"History of Rock, Part One (Coursera) More Info",https://www.mooc-list.com/course/history-rock-part-one-coursera https://www.mooc-list.com/course/history-rock-part-one-coursera,University of Rochester,Coursera,English,"This course, part 1 of a 2-course sequence, examines the history of rock, primarily as it unfolded in the United States, from the days before rock (pre-1955) to the end of the 1960s. This course covers the music of Elvis Presley, Chuck Berry, Phil Spector, Bob Dylan, the Beatles, the Rolling Stones, Jimi Hendrix, Cream, and many more artists, with an emphasis both on cultural context and on the music itself. We will also explore how developments in the music business and in technology helped shape the ways in which styles developed.",Feb 25th 2019,"History
,  Rock
,  Music",Average: 8.3,(8 votes)
The Data Scientist's Toolbox (Coursera) More Info,https://www.mooc-list.com/course/data-scientists-toolbox-coursera https://www.mooc-list.com/course/data-scientists-toolbox-coursera,Johns Hopkins University,Coursera,English,"Get an overview of the data, questions, and tools that data analysts and data scientists work with. This is the first course in the Johns Hopkins Data Science Specialisation. In this course you will get an introduction to the main tools and ideas in the data scientist's toolbox. The course gives an overview of the data, questions, and tools that data analysts and data scientists work with. There are two components to this course. The first is a conceptual introduction to the ideas behind turning data into actionable knowledge. The second is a practical introduction to the tools that will be used in the program like version control, markdown, git, Github, R, and Rstudio.",Feb 25th 2019,"Data Science Specialization
,  Data Science
,  Data
,  Github
,  Repository
,  Data Analysis
,  RStudio",Average: 4.5,(32 votes)
Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics (Coursera) More Info,https://www.mooc-list.com/course/fundamentals-audio-and-music-engineering-part-1-musical-sound-electronics-coursera https://www.mooc-list.com/course/fundamentals-audio-and-music-engineering-part-1-musical-sound-electronics-coursera,University of Rochester,Coursera,English,"In this course students learn the basic concepts of acoustics and electronics and how they can applied to understand musical sound and make music with electronic instruments. Topics include: sound waves, musical sound, basic electronics, and applications of these basic principles in amplifiers and speaker design.",Feb 25th 2019,"Sound
,  Music
,  Electronics
,  Signal
,  Audio
,  Music Engineering",Average: 7.3,(4 votes)
"History of Rock, Part Two (Coursera) More Info",https://www.mooc-list.com/course/history-rock-part-two-coursera https://www.mooc-list.com/course/history-rock-part-two-coursera,University of Rochester,Coursera,English,"This course, part 2 of a 2-course sequence, examines the history of rock, primarily as it unfolded in the United States, from the early 1970s to the early 1990s. This course covers the music of Led Zeppelin, the Allman Brothers, Carole King, Bob Marley, the Sex Pistols, Donna Summer, Michael Jackson, Madonna, Prince, Metallica, Run-DMC, and Nirvana, and many more artists, with an emphasis both on cultural context and on the music itself. We will also explore how developments in the music business and in technology helped shape the ways in which styles developed.",Feb 25th 2019,"Music
,  Rock
,  History",Average: 8.4,(7 votes)
